,Plot_ID,Buildings_in_Community,Types_Community,Area_Community,Community_PV_Size,Bldg_share_in_community,Community_Meters,Bldg_share_in_meters_community,Num_EGIDs,Num_Occupants,Demand_Year_MWh,Community_PV_Subsidy
Z1362_Z1210_Z1214,463,"['Z1362', 'Z1210', 'Z1214']","['Residential', 'Residential', 'Commercial']",463.0226241,75,"[0.36, 0.38666666666666666, 0.25333333333333335]",29,"[0.41379310344827586, 0.5517241379310345, 0.034482758620689655]",4,111,127.831,27100
Z1362_Z1204,463,"['Z1362', 'Z1204']","['Residential', 'Commercial']",269.9389152,44,"[0.6136363636363636, 0.38636363636363635]",13,"[0.9230769230769231, 0.07692307692307693]",2,72,63.753,16560
Z1362_Z1206,463,"['Z1362', 'Z1206']","['Residential', 'Commercial']",771.8717358,127,"[0.2125984251968504, 0.7874015748031497]",17,"[0.7058823529411765, 0.29411764705882354]",6,90,193.743,39500
Z1362_Z1210,463,"['Z1362', 'Z1210']","['Residential', 'Residential']",345.8875337,56,"[0.48214285714285715, 0.5178571428571429]",28,"[0.42857142857142855, 0.5714285714285714]",3,58,114.801,20640
Z1362_Z1214,463,"['Z1362', 'Z1214']","['Residential', 'Commercial']",283.2076682,46,"[0.5869565217391305, 0.41304347826086957]",13,"[0.9230769230769231, 0.07692307692307693]",2,78,65.182,17240
Z1686_Z1206_Z1355,463,"['Z1686', 'Z1206', 'Z1355']","['Commercial', 'Commercial', 'Residential']",881.5922153,145,"[0.10344827586206896, 0.6896551724137931, 0.20689655172413793]",102,"[0.00980392156862745, 0.049019607843137254, 0.9411764705882353]",8,287,494.369,44900
Z1686_Z1206,463,"['Z1686', 'Z1206']","['Commercial', 'Commercial']",696.8528487,115,"[0.13043478260869565, 0.8695652173913043]",6,"[0.16666666666666666, 0.8333333333333334]",6,76,165.441,35900
Z1686_Z1355,463,"['Z1686', 'Z1355']","['Commercial', 'Residential']",275.7930573,45,"[0.3333333333333333, 0.6666666666666666]",97,"[0.010309278350515464, 0.9896907216494846]",3,222,352.778,16900
Z0210_Z0211,474,"['Z0210', 'Z0211']","['Residential', 'Commercial']",820.0488958,136,"[0.4411764705882353, 0.5588235294117647]",49,"[0.9591836734693877, 0.04081632653061224]",3,358,363.76,42200
Z0211_Z0210,474,"['Z0211', 'Z0210']","['Commercial', 'Residential']",820.0488958,136,"[0.5588235294117647, 0.4411764705882353]",49,"[0.04081632653061224, 0.9591836734693877]",3,358,363.76,42200
Z0137_Z0138,477,"['Z0137', 'Z0138']","['Residential', 'Residential']",3540.562962,589,"[0.765704584040747, 0.23429541595925296]",1037,"[0.9324975891996142, 0.06750241080038573]",11,2290,3181.3,178100
Z0139_Z0138,477,"['Z0139', 'Z0138']","['Residential', 'Residential']",4042.236343,673,"[0.7949479940564635, 0.2050520059435364]",342,"[0.7953216374269005, 0.2046783625730994]",21,717,1521,203300
Z1219_Z1221_Z1227,499,"['Z1219', 'Z1221', 'Z1227']","['Commercial', 'Commercial', 'Residential']",626.9813632,103,"[0.3106796116504854, 0.4174757281553398, 0.27184466019417475]",14,"[0.07142857142857142, 0.07142857142857142, 0.8571428571428571]",3,270,138.952,32300
Z1219_Z1221,499,"['Z1219', 'Z1221']","['Commercial', 'Commercial']",456.5954581,75,"[0.4266666666666667, 0.5733333333333334]",2,"[0.5, 0.5]",2,244,85.446,27100
Z1219_Z1227,499,"['Z1219', 'Z1227']","['Commercial', 'Residential']",368.0033569,60,"[0.5333333333333333, 0.4666666666666667]",13,"[0.07692307692307693, 0.9230769230769231]",2,105,98.392,22000
Z1221_Z1219_Z1227,499,"['Z1221', 'Z1219', 'Z1227']","['Commercial', 'Commercial', 'Residential']",626.9813632,103,"[0.4174757281553398, 0.3106796116504854, 0.27184466019417475]",14,"[0.07142857142857142, 0.07142857142857142, 0.8571428571428571]",3,270,138.952,32300
Z1221_Z1219,499,"['Z1221', 'Z1219']","['Commercial', 'Commercial']",456.5954581,75,"[0.5733333333333334, 0.4266666666666667]",2,"[0.5, 0.5]",2,244,85.446,27100
Z1221_Z1227,499,"['Z1221', 'Z1227']","['Commercial', 'Residential']",429.3639115,71,"[0.6056338028169014, 0.39436619718309857]",13,"[0.07692307692307693, 0.9230769230769231]",2,191,94.066,25740
Z1227_Z1219_Z1221,499,"['Z1227', 'Z1219', 'Z1221']","['Residential', 'Commercial', 'Commercial']",626.9813632,103,"[0.27184466019417475, 0.3106796116504854, 0.4174757281553398]",14,"[0.8571428571428571, 0.07142857142857142, 0.07142857142857142]",3,270,138.952,32300
Z1227_Z1219,499,"['Z1227', 'Z1219']","['Residential', 'Commercial']",368.0033569,60,"[0.4666666666666667, 0.5333333333333333]",13,"[0.9230769230769231, 0.07692307692307693]",2,105,98.392,22000
Z1227_Z1221,499,"['Z1227', 'Z1221']","['Residential', 'Commercial']",429.3639115,71,"[0.39436619718309857, 0.6056338028169014]",13,"[0.9230769230769231, 0.07692307692307693]",2,191,94.066,25740
Z1212_Z1226_Z1228_Z1356,500,"['Z1212', 'Z1226', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1085.290865,179,"[0.30726256983240224, 0.2011173184357542, 0.2011173184357542, 0.2905027932960894]",151,"[0.18543046357615894, 0.23178807947019867, 0.10596026490066225, 0.4768211920529801]",11,317,371.849,55100
Z1212_Z1226_Z1228,500,"['Z1212', 'Z1226', 'Z1228']","['Residential', 'Residential', 'Residential']",768.1835132,127,"[0.4330708661417323, 0.28346456692913385, 0.28346456692913385]",79,"[0.35443037974683544, 0.4430379746835443, 0.20253164556962025]",8,162,196.146,39500
Z1212_Z1226_Z1356,500,"['Z1212', 'Z1226', 'Z1356']","['Residential', 'Residential', 'Residential']",866.303781,143,"[0.38461538461538464, 0.2517482517482518, 0.36363636363636365]",135,"[0.2074074074074074, 0.25925925925925924, 0.5333333333333333]",9,284,303.094,44300
Z1212_Z1228_Z1356,500,"['Z1212', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential']",867.3738434,143,"[0.38461538461538464, 0.2517482517482518, 0.36363636363636365]",116,"[0.2413793103448276, 0.13793103448275862, 0.6206896551724138]",9,242,331.29,44300
Z1212_Z1226,500,"['Z1212', 'Z1226']","['Residential', 'Residential']",549.1964296,91,"[0.6043956043956044, 0.3956043956043956]",63,"[0.4444444444444444, 0.5555555555555556]",6,129,127.391,32540
Z1212_Z1228,500,"['Z1212', 'Z1228']","['Residential', 'Residential']",550.266492,91,"[0.6043956043956044, 0.3956043956043956]",44,"[0.6363636363636364, 0.36363636363636365]",6,87,155.587,32540
Z1212_Z1356,500,"['Z1212', 'Z1356']","['Residential', 'Residential']",648.3867599,107,"[0.514018691588785, 0.48598130841121495]",100,"[0.28, 0.72]",7,209,262.535,33500
Z1226_Z1212_Z1228_Z1356,500,"['Z1226', 'Z1212', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1085.290865,179,"[0.2011173184357542, 0.30726256983240224, 0.2011173184357542, 0.2905027932960894]",151,"[0.23178807947019867, 0.18543046357615894, 0.10596026490066225, 0.4768211920529801]",11,317,371.849,55100
Z1226_Z1212_Z1228,500,"['Z1226', 'Z1212', 'Z1228']","['Residential', 'Residential', 'Residential']",768.1835132,127,"[0.28346456692913385, 0.4330708661417323, 0.28346456692913385]",79,"[0.4430379746835443, 0.35443037974683544, 0.20253164556962025]",8,162,196.146,39500
Z1226_Z1212_Z1356,500,"['Z1226', 'Z1212', 'Z1356']","['Residential', 'Residential', 'Residential']",866.303781,143,"[0.2517482517482518, 0.38461538461538464, 0.36363636363636365]",135,"[0.25925925925925924, 0.2074074074074074, 0.5333333333333333]",9,284,303.094,44300
Z1226_Z1228_Z1356,500,"['Z1226', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential']",754.0114561,124,"[0.2903225806451613, 0.2903225806451613, 0.41935483870967744]",123,"[0.2845528455284553, 0.13008130081300814, 0.5853658536585366]",7,263,285.017,38600
Z1226_Z1212,500,"['Z1226', 'Z1212']","['Residential', 'Residential']",549.1964296,91,"[0.3956043956043956, 0.6043956043956044]",63,"[0.5555555555555556, 0.4444444444444444]",6,129,127.391,32540
Z1226_Z1228,500,"['Z1226', 'Z1228']","['Residential', 'Residential']",436.9041047,72,"[0.5, 0.5]",51,"[0.6862745098039216, 0.3137254901960784]",4,108,109.314,26080
Z1226_Z1356,500,"['Z1226', 'Z1356']","['Residential', 'Residential']",535.0243725,88,"[0.4090909090909091, 0.5909090909090909]",107,"[0.32710280373831774, 0.6728971962616822]",5,230,216.262,31520
Z1228_Z1212_Z1226_Z1356,500,"['Z1228', 'Z1212', 'Z1226', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1085.290865,179,"[0.2011173184357542, 0.30726256983240224, 0.2011173184357542, 0.2905027932960894]",151,"[0.10596026490066225, 0.18543046357615894, 0.23178807947019867, 0.4768211920529801]",11,317,371.849,55100
Z1228_Z1212_Z1226,500,"['Z1228', 'Z1212', 'Z1226']","['Residential', 'Residential', 'Residential']",768.1835132,127,"[0.28346456692913385, 0.4330708661417323, 0.28346456692913385]",79,"[0.20253164556962025, 0.35443037974683544, 0.4430379746835443]",8,162,196.146,39500
Z1228_Z1212_Z1356,500,"['Z1228', 'Z1212', 'Z1356']","['Residential', 'Residential', 'Residential']",867.3738434,143,"[0.2517482517482518, 0.38461538461538464, 0.36363636363636365]",116,"[0.13793103448275862, 0.2413793103448276, 0.6206896551724138]",9,242,331.29,44300
Z1228_Z1226_Z1356,500,"['Z1228', 'Z1226', 'Z1356']","['Residential', 'Residential', 'Residential']",754.0114561,124,"[0.2903225806451613, 0.2903225806451613, 0.41935483870967744]",123,"[0.13008130081300814, 0.2845528455284553, 0.5853658536585366]",7,263,285.017,38600
Z1228_Z1212,500,"['Z1228', 'Z1212']","['Residential', 'Residential']",550.266492,91,"[0.3956043956043956, 0.6043956043956044]",44,"[0.36363636363636365, 0.6363636363636364]",6,87,155.587,32540
Z1228_Z1226,500,"['Z1228', 'Z1226']","['Residential', 'Residential']",436.9041047,72,"[0.5, 0.5]",51,"[0.3137254901960784, 0.6862745098039216]",4,108,109.314,26080
Z1228_Z1356,500,"['Z1228', 'Z1356']","['Residential', 'Residential']",536.094435,88,"[0.4090909090909091, 0.5909090909090909]",88,"[0.18181818181818182, 0.8181818181818182]",5,188,244.458,31520
Z1356_Z1212_Z1226_Z1228,500,"['Z1356', 'Z1212', 'Z1226', 'Z1228']","['Residential', 'Residential', 'Residential', 'Residential']",1085.290865,179,"[0.2905027932960894, 0.30726256983240224, 0.2011173184357542, 0.2011173184357542]",151,"[0.4768211920529801, 0.18543046357615894, 0.23178807947019867, 0.10596026490066225]",11,317,371.849,55100
Z1356_Z1212_Z1226,500,"['Z1356', 'Z1212', 'Z1226']","['Residential', 'Residential', 'Residential']",866.303781,143,"[0.36363636363636365, 0.38461538461538464, 0.2517482517482518]",135,"[0.5333333333333333, 0.2074074074074074, 0.25925925925925924]",9,284,303.094,44300
Z1356_Z1212_Z1228,500,"['Z1356', 'Z1212', 'Z1228']","['Residential', 'Residential', 'Residential']",867.3738434,143,"[0.36363636363636365, 0.38461538461538464, 0.2517482517482518]",116,"[0.6206896551724138, 0.2413793103448276, 0.13793103448275862]",9,242,331.29,44300
Z1356_Z1226_Z1228,500,"['Z1356', 'Z1226', 'Z1228']","['Residential', 'Residential', 'Residential']",754.0114561,124,"[0.41935483870967744, 0.2903225806451613, 0.2903225806451613]",123,"[0.5853658536585366, 0.2845528455284553, 0.13008130081300814]",7,263,285.017,38600
Z1356_Z1212,500,"['Z1356', 'Z1212']","['Residential', 'Residential']",648.3867599,107,"[0.48598130841121495, 0.514018691588785]",100,"[0.72, 0.28]",7,209,262.535,33500
Z1356_Z1226,500,"['Z1356', 'Z1226']","['Residential', 'Residential']",535.0243725,88,"[0.5909090909090909, 0.4090909090909091]",107,"[0.6728971962616822, 0.32710280373831774]",5,230,216.262,31520
Z1356_Z1228,500,"['Z1356', 'Z1228']","['Residential', 'Residential']",536.094435,88,"[0.5909090909090909, 0.4090909090909091]",88,"[0.8181818181818182, 0.18181818181818182]",5,188,244.458,31520
Z1357_Z1212_Z1226_Z1228_Z1356,500,"['Z1357', 'Z1212', 'Z1226', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential', 'Residential']",1485.751354,245,"[0.2693877551020408, 0.22448979591836735, 0.1469387755102041, 0.1469387755102041, 0.21224489795918366]",223,"[0.32286995515695066, 0.12556053811659193, 0.15695067264573992, 0.07174887892376682, 0.32286995515695066]",14,472,556.13,74900
Z1357_Z1212_Z1226_Z1228,500,"['Z1357', 'Z1212', 'Z1226', 'Z1228']","['Residential', 'Residential', 'Residential', 'Residential']",1168.644002,193,"[0.34196891191709844, 0.2849740932642487, 0.18652849740932642, 0.18652849740932642]",151,"[0.4768211920529801, 0.18543046357615894, 0.23178807947019867, 0.10596026490066225]",11,317,380.427,59300
Z1357_Z1212_Z1226_Z1356,500,"['Z1357', 'Z1212', 'Z1226', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1266.76427,209,"[0.3157894736842105, 0.2631578947368421, 0.1722488038277512, 0.24880382775119617]",207,"[0.34782608695652173, 0.13526570048309178, 0.16908212560386474, 0.34782608695652173]",12,439,487.375,64100
Z1357_Z1212_Z1228_Z1356,500,"['Z1357', 'Z1212', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1267.834333,209,"[0.3157894736842105, 0.2631578947368421, 0.1722488038277512, 0.24880382775119617]",188,"[0.3829787234042553, 0.14893617021276595, 0.0851063829787234, 0.3829787234042553]",12,397,515.571,64100
Z1357_Z1226_Z1228_Z1356,500,"['Z1357', 'Z1226', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1154.471945,190,"[0.3473684210526316, 0.18947368421052632, 0.18947368421052632, 0.2736842105263158]",195,"[0.36923076923076925, 0.1794871794871795, 0.08205128205128205, 0.36923076923076925]",10,418,469.298,58400
Z1357_Z1212_Z1226,500,"['Z1357', 'Z1212', 'Z1226']","['Residential', 'Residential', 'Residential']",949.6569187,157,"[0.42038216560509556, 0.3503184713375796, 0.22929936305732485]",135,"[0.5333333333333333, 0.2074074074074074, 0.25925925925925924]",9,284,311.672,48500
Z1357_Z1212_Z1228,500,"['Z1357', 'Z1212', 'Z1228']","['Residential', 'Residential', 'Residential']",950.7269811,157,"[0.42038216560509556, 0.3503184713375796, 0.22929936305732485]",116,"[0.6206896551724138, 0.2413793103448276, 0.13793103448275862]",9,242,339.868,48500
Z1357_Z1212_Z1356,500,"['Z1357', 'Z1212', 'Z1356']","['Residential', 'Residential', 'Residential']",1048.847249,173,"[0.3815028901734104, 0.3179190751445087, 0.30057803468208094]",172,"[0.4186046511627907, 0.16279069767441862, 0.4186046511627907]",10,364,446.816,53300
Z1357_Z1226_Z1228,500,"['Z1357', 'Z1226', 'Z1228']","['Residential', 'Residential', 'Residential']",837.3645938,138,"[0.4782608695652174, 0.2608695652173913, 0.2608695652173913]",123,"[0.5853658536585366, 0.2845528455284553, 0.13008130081300814]",7,263,293.595,42800
Z1357_Z1226_Z1356,500,"['Z1357', 'Z1226', 'Z1356']","['Residential', 'Residential', 'Residential']",935.4848616,154,"[0.42857142857142855, 0.23376623376623376, 0.33766233766233766]",179,"[0.4022346368715084, 0.19553072625698323, 0.4022346368715084]",8,385,400.543,47600
Z1357_Z1228_Z1356,500,"['Z1357', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential']",936.5549241,154,"[0.42857142857142855, 0.23376623376623376, 0.33766233766233766]",160,"[0.45, 0.1, 0.45]",8,343,428.739,47600
Z1357_Z1212,500,"['Z1357', 'Z1212']","['Residential', 'Residential']",731.7398975,121,"[0.5454545454545454, 0.45454545454545453]",100,"[0.72, 0.28]",7,209,271.113,37700
Z1357_Z1226,500,"['Z1357', 'Z1226']","['Residential', 'Residential']",618.3775102,102,"[0.6470588235294118, 0.35294117647058826]",107,"[0.6728971962616822, 0.32710280373831774]",5,230,224.84,32000
Z1357_Z1228,500,"['Z1357', 'Z1228']","['Residential', 'Residential']",619.4475727,102,"[0.6470588235294118, 0.35294117647058826]",88,"[0.8181818181818182, 0.18181818181818182]",5,188,253.036,32000
Z1357_Z1356,500,"['Z1357', 'Z1356']","['Residential', 'Residential']",717.5678405,118,"[0.559322033898305, 0.4406779661016949]",144,"[0.5, 0.5]",6,310,359.984,36800
Z1361_Z1212_Z1228_Z1356,500,"['Z1361', 'Z1212', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential', 'Residential']",1231.300994,203,"[0.2955665024630542, 0.270935960591133, 0.17733990147783252, 0.2561576354679803]",146,"[0.2054794520547945, 0.1917808219178082, 0.1095890410958904, 0.4931506849315068]",11,306,464.618,62300
Z1361_Z1212_Z1228,500,"['Z1361', 'Z1212', 'Z1228']","['Residential', 'Residential', 'Residential']",914.1936429,151,"[0.3973509933774834, 0.36423841059602646, 0.23841059602649006]",74,"[0.40540540540540543, 0.3783783783783784, 0.21621621621621623]",8,151,288.915,46700
Z1361_Z1212_Z1356,500,"['Z1361', 'Z1212', 'Z1356']","['Residential', 'Residential', 'Residential']",1012.313911,167,"[0.3592814371257485, 0.32934131736526945, 0.31137724550898205]",130,"[0.23076923076923078, 0.2153846153846154, 0.5538461538461539]",9,273,395.863,51500
Z1361_Z1228_Z1356,500,"['Z1361', 'Z1228', 'Z1356']","['Residential', 'Residential', 'Residential']",900.0215859,148,"[0.40540540540540543, 0.24324324324324326, 0.35135135135135137]",118,"[0.2542372881355932, 0.13559322033898305, 0.6101694915254238]",7,252,377.786,45800
Z1361_Z1212,500,"['Z1361', 'Z1212']","['Residential', 'Residential']",695.2065593,115,"[0.5217391304347826, 0.4782608695652174]",58,"[0.5172413793103449, 0.4827586206896552]",6,118,220.16,35900
Z1361_Z1228,500,"['Z1361', 'Z1228']","['Residential', 'Residential']",582.9142345,96,"[0.625, 0.375]",46,"[0.6521739130434783, 0.34782608695652173]",4,97,202.083,34240
Z1361_Z1356,500,"['Z1361', 'Z1356']","['Residential', 'Residential']",681.0345023,112,"[0.5357142857142857, 0.4642857142857143]",102,"[0.29411764705882354, 0.7058823529411765]",5,219,309.031,35000
Z0246_Z0247,549,"['Z0246', 'Z0247']","['Public', 'Public']",2904.845105,483,"[0.937888198757764, 0.062111801242236024]",19,"[0.9473684210526315, 0.05263157894736842]",19,492,1001.009,146300
Z0247_Z0246,549,"['Z0247', 'Z0246']","['Public', 'Public']",2904.845105,483,"[0.062111801242236024, 0.937888198757764]",19,"[0.05263157894736842, 0.9473684210526315]",19,492,1001.009,146300
Z0070_Z1577,550,"['Z0070', 'Z1577']","['Public', 'Commercial']",3751.797929,625,"[0.3952, 0.6048]",3,"[0.3333333333333333, 0.6666666666666666]",3,1929,543.949,188900
Z1577_Z0070_Z0919,550,"['Z1577', 'Z0070', 'Z0919']","['Commercial', 'Public', 'Residential']",3980.254473,663,"[0.5701357466063348, 0.37254901960784315, 0.05731523378582202]",20,"[0.1, 0.05, 0.85]",4,1966,554.397,200300
Z1577_Z0070,550,"['Z1577', 'Z0070']","['Commercial', 'Public']",3751.797929,625,"[0.6048, 0.3952]",3,"[0.6666666666666666, 0.3333333333333333]",3,1929,543.949,188900
Z1577_Z0919,550,"['Z1577', 'Z0919']","['Commercial', 'Residential']",2497.158525,416,"[0.9086538461538461, 0.09134615384615384]",19,"[0.10526315789473684, 0.8947368421052632]",3,1254,347.426,126200
Z1703_Z0069,551,"['Z1703', 'Z0069']","['Residential', 'Public']",5694.802922,948,"[0.9810126582278481, 0.0189873417721519]",503,"[0.9980119284294234, 0.0019880715705765406]",2,1137,2348.826,285800
Z0148_Z0297_Z1151_Z1439,553,"['Z0148', 'Z0297', 'Z1151', 'Z1439']","['Commercial', 'Commercial', 'Residential', 'Residential']",9711.778473,1617,"[0.557204700061843, 0.21212121212121213, 0.04700061842918986, 0.1836734693877551]",291,"[0.01718213058419244, 0.01718213058419244, 0.10996563573883161, 0.8556701030927835]",19,8305,11473.023,486500
Z0148_Z0297_Z1151,553,"['Z0148', 'Z0297', 'Z1151']","['Commercial', 'Commercial', 'Residential']",7925.087181,1320,"[0.6825757575757576, 0.25984848484848483, 0.05757575757575758]",42,"[0.11904761904761904, 0.11904761904761904, 0.7619047619047619]",12,7764,10871.143,397400
Z0148_Z0297_Z1439,553,"['Z0148', 'Z0297', 'Z1439']","['Commercial', 'Commercial', 'Residential']",9254.641539,1541,"[0.5846852693056457, 0.2225827384815055, 0.1927319922128488]",259,"[0.019305019305019305, 0.019305019305019305, 0.9613899613899614]",17,8236,11329.433,463700
Z0148_Z1151_Z1439,553,"['Z0148', 'Z1151', 'Z1439']","['Commercial', 'Residential', 'Residential']",7650.064399,1274,"[0.707221350078493, 0.059654631083202514, 0.23312401883830455]",286,"[0.017482517482517484, 0.11188811188811189, 0.8706293706293706]",14,7892,10609.657,383600
